RES,INVPLANT,LATITUDE,LONGITUDE,COM_NAME
South Chagrin,Lonicera japonica,41.42405203,-81.41845052,Japanese Honeysuckle
Big Creek,Lonicera japonica,41.4449612,-81.75355514,Japanese Honeysuckle
Rocky River,Lonicera japonica,41.41419786,-81.87715182,Japanese Honeysuckle
Rocky River,Lonicera japonica,41.39769485,-81.88182267,Japanese Honeysuckle
Bedford,Lonicera japonica,41.3709769,-81.55654481,Japanese Honeysuckle
Brecksville,Lonicera japonica,41.31737254,-81.59241004,Japanese Honeysuckle
Bedford,Lonicera japonica,41.37189659,-81.56032974,Japanese Honeysuckle
West Creek,Lonicera japonica,41.39159071,-81.68982605,Japanese Honeysuckle
Mill Stream Run,Lonicera japonica,41.35016732,-81.84823025,Japanese Honeysuckle
Brookside,Lonicera maackii,41.44692877,-81.72339465,Amur Honeysuckle
Big Creek,Lonicera maackii,41.39745488,-81.76110655,Amur Honeysuckle
Huntington,Lonicera maackii,41.4898921,-81.93113484,Amur Honeysuckle
Bedford,Lonicera maackii,41.38371478,-81.53193331,Amur Honeysuckle
Brecksville,Lonicera maackii,41.31799456,-81.62297239,Amur Honeysuckle
Rocky River,Lonicera morrowii,41.44332428,-81.84001551,Bush Honeysuckle
Rocky River,Lonicera morrowii,41.38104517,-81.86689205,Bush Honeysuckle
Big Creek,Lonicera morrowii,41.39786046,-81.76068816,Bush Honeysuckle
Bedford,Lonicera morrowii,41.37462793,-81.57811076,Bush Honeysuckle
Bedford,Lonicera morrowii,41.37149301,-81.55675732,Bush Honeysuckle
West Creek,Lonicera morrowii,41.39175602,-81.69017917,Bush Honeysuckle
Mill Stream Run,Lythrum salicaria,41.35829433,-81.85636377,Purple Loosestrife
Rocky River,Lythrum salicaria,41.38592,-81.86723905,Purple Loosestrife
Ohio & Erie Canal,Lythrum salicaria,41.43098783,-81.6639517,Purple Loosestrife
Bradley Woods,Lythrum salicaria,41.42077576,-81.95570951,Purple Loosestrife
Bedford,Lythrum salicaria,41.38513851,-81.52496467,Purple Loosestrife
North Chagrin,Lythrum salicaria,41.56242924,-81.43902786,Purple Loosestrife
Ohio & Erie Canal,Lythrum salicaria,41.40622011,-81.62767338,Purple Loosestrife
Rocky River,Lythrum salicaria,41.40583851,-81.88583773,Purple Loosestrife
North Chagrin,Lythrum salicaria,41.56332725,-81.41624153,Purple Loosestrife
Brecksville,Lythrum salicaria,41.31664758,-81.59848369,Purple Loosestrife
North Chagrin,Lythrum salicaria,41.57142729,-81.43442837,Purple Loosestrife
North Chagrin,Lythrum salicaria,41.55851638,-81.41848107,Purple Loosestrife
Mill Stream Run,Lythrum salicaria,41.35165457,-81.84560859,Purple Loosestrife
Euclid Creek,Lythrum salicaria,41.56738513,-81.53473545,Purple Loosestrife
Euclid Creek,Lythrum salicaria,41.55700581,-81.53435766,Purple Loosestrife
Big Creek,Lythrum salicaria,41.364114,-81.82933,Purple Loosestrife
Brookside,Lythrum salicaria,41.4481954,-81.72097044,Purple Loosestrife
Mill Stream Run,Lythrum salicaria,41.3545251,-81.85228595,Purple Loosestrife
Mill Stream Run,Lythrum salicaria,41.35362361,-81.8497318,Purple Loosestrife
Bedford,Lythrum salicaria,41.35151128,-81.57175945,Purple Loosestrife
South Chagrin,Lythrum salicaria,41.432824,-81.415461,Purple Loosestrife
Brookside,Lythrum salicaria,41.44982909,-81.72974013,Purple Loosestrife
Hinckley,Lythrum salicaria,41.20346506,-81.6995053,Purple Loosestrife
Big Creek,Lythrum salicaria,41.38000776,-81.84055362,Purple Loosestrife
Brookside,Lythrum salicaria,41.44678456,-81.72548185,Purple Loosestrife
North Chagrin,Lythrum salicaria,41.57982328,-81.41550072,Purple Loosestrife
Rocky River,Lythrum salicaria,41.45829354,-81.82084006,Purple Loosestrife
Brecksville,Lythrum salicaria,41.29265528,-81.57502872,Purple Loosestrife
North Chagrin,Lythrum salicaria,41.57080319,-81.43739795,Purple Loosestrife
Ohio & Erie Canal,Lythrum salicaria,41.43275372,-81.66187163,Purple Loosestrife
South Chagrin,Lythrum salicaria,41.44382229,-81.40667797,Purple Loosestrife
South Chagrin,Lythrum salicaria,41.4580451,-81.40603346,Purple Loosestrife
Ohio & Erie Canal,Lythrum salicaria,41.43840147,-81.66871576,Purple Loosestrife
Mill Stream Run,Lythrum salicaria,41.33820011,-81.83018899,Purple Loosestrife
North Chagrin,Lythrum salicaria,41.57050839,-81.41664843,Purple Loosestrife
Rocky River,Lythrum salicaria,41.40760052,-81.8826226,Purple Loosestrife
Bedford,Lythrum salicaria,41.35189477,-81.590357,Purple Loosestrife
North Chagrin,Lythrum salicaria,41.56226096,-81.43508789,Purple Loosestrife
Brecksville,Lythrum salicaria,41.28341923,-81.56702649,Purple Loosestrife
Brecksville,Lythrum salicaria,41.28006311,-81.5692393,Purple Loosestrife
North Chagrin,Lythrum salicaria,41.52948115,-81.41131317,Purple Loosestrife
North Chagrin,Lythrum salicaria,41.57802261,-81.41625662,Purple Loosestrife
Rocky River,Lythrum salicaria,41.3957379,-81.88558935,Purple Loosestrife
North Chagrin,Lythrum salicaria,41.58013582,-81.41748351,Purple Loosestrife
North Chagrin,Lythrum salicaria,41.55832796,-81.43574431,Purple Loosestrife
North Chagrin,Lythrum salicaria,41.56097407,-81.43561247,Purple Loosestrife
North Chagrin,Lythrum salicaria,41.55860409,-81.4361612,Purple Loosestrife
Bedford,Lythrum salicaria,41.37373716,-81.57926855,Purple Loosestrife
Bedford,Lythrum salicaria,41.38390065,-81.51197851,Purple Loosestrife
Mill Stream Run,Lythrum salicaria,41.35072654,-81.84359963,Purple Loosestrife
North Chagrin,Lythrum salicaria,41.58333511,-81.4282154,Purple Loosestrife
Ohio & Erie Canal,Lythrum salicaria,41.43769501,-81.65710705,Purple Loosestrife
Cleveland Metroparks Zoo,Lythrum salicaria,41.44544,-81.70816652,Purple Loosestrife
North Chagrin,Lythrum salicaria,41.55245097,-81.41830224,Purple Loosestrife
Ohio & Erie Canal,Lythrum salicaria,41.41767402,-81.63918377,Purple Loosestrife
Ohio & Erie Canal,Lythrum salicaria,41.425768,-81.66325317,Purple Loosestrife
Euclid Creek,Lythrum salicaria,41.55175773,-81.53055565,Purple Loosestrife
Huntington,Lythrum salicaria,41.49008564,-81.93075915,Purple Loosestrife
Ohio & Erie Canal,Lythrum salicaria,41.4453128,-81.67957567,Purple Loosestrife
Ohio & Erie Canal,Lythrum salicaria,41.43346305,-81.664051,Purple Loosestrife
Ohio & Erie Canal,Lythrum salicaria,41.44092414,-81.66992708,Purple Loosestrife
Ohio & Erie Canal,Lythrum salicaria,41.4175394,-81.63937587,Purple Loosestrife
Ohio & Erie Canal,Lythrum salicaria,41.419531,-81.64478523,Purple Loosestrife
South Chagrin,Lythrum salicaria,41.436819,-81.414239,Purple Loosestrife
Washington,Lythrum salicaria,41.45814452,-81.66337627,Purple Loosestrife
North Chagrin,Lythrum salicaria,41.55190044,-81.42211415,Purple Loosestrife
Brecksville,Lythrum salicaria,41.32703203,-81.59132364,Purple Loosestrife
Brecksville,Lythrum salicaria,41.3020687,-81.73878434,Purple Loosestrife
Bedford,Lythrum salicaria,41.35495729,-81.58580449,Purple Loosestrife
Bradley Woods,Lythrum salicaria,41.43783669,-81.96967223,Purple Loosestrife
Euclid Creek,Lythrum salicaria,41.58444377,-81.56115672,Purple Loosestrife
Brecksville,Microstegium vimineum,41.31648,-81.600528,Japanese Stiltgrass
South Chagrin,Microstegium vimineum,41.43604785,-81.41005288,Japanese Stiltgrass
South Chagrin,Microstegium vimineum,41.43249281,-81.41451175,Japanese Stiltgrass
Rocky River,Microstegium vimineum,41.460064,-81.824881,Japanese Stiltgrass
South Chagrin,Microstegium vimineum,41.4437241,-81.40637485,Japanese Stiltgrass
South Chagrin,Microstegium vimineum,41.456841,-81.404728,Japanese Stiltgrass
North Chagrin,Microstegium vimineum,41.528036,-81.411761,Japanese Stiltgrass
West Creek,Microstegium vimineum,41.383189,-81.697031,Japanese Stiltgrass
Mill Stream Run,Microstegium vimineum,41.323139,-81.81162,Japanese Stiltgrass
Rocky River,Microstegium vimineum,41.46943,-81.835416,Japanese Stiltgrass
Mill Stream Run,Microstegium vimineum,41.33631665,-81.83517258,Japanese Stiltgrass
South Chagrin,Microstegium vimineum,41.43118611,-81.41790747,Japanese Stiltgrass
Mill Stream Run,Microstegium vimineum,41.32324893,-81.82031783,Japanese Stiltgrass
Rocky River,Microstegium vimineum,41.4708111,-81.82426353,Japanese Stiltgrass
Brecksville,Microstegium vimineum,41.30395701,-81.59157967,Japanese Stiltgrass
Rocky River,Microstegium vimineum,41.39277017,-81.88367333,Japanese Stiltgrass
West Creek,Microstegium vimineum,41.39133413,-81.68837211,Japanese Stiltgrass
Brecksville,Microstegium vimineum,41.30599073,-81.58624553,Japanese Stiltgrass
Rocky River,Microstegium vimineum,41.38592314,-81.86571036,Japanese Stiltgrass
Brecksville,Microstegium vimineum,41.31768791,-81.5924172,Japanese Stiltgrass
Mill Stream Run,Microstegium vimineum,41.32378086,-81.81180129,Japanese Stiltgrass
Rocky River,Microstegium vimineum,41.39440954,-81.88453368,Japanese Stiltgrass
Brecksville,Miscanthus sinensis,41.315234,-81.614549,Chinese Silver Grass
Mill Stream Run,Miscanthus sinensis,41.31471,-81.80951,Chinese Silver Grass
Bradley Woods,Myriophyllum spicatum,41.41646515,-81.95076339,Eurasian Watermilfoil
Hinckley,Myriophyllum spicatum,41.20375296,-81.72560281,Eurasian Watermilfoil
Hinckley,Najas minor,41.20403631,-81.72517778,Brittle Najas
South Chagrin,Nymphoides peltata,41.41334211,-81.41678483,Yellow floatingheart
Big Creek,Ornithogalum umbellatum,41.40937916,-81.75374679,Star of Bethlahem
South Chagrin,Ornithogalum umbellatum,41.43526431,-81.41291739,Star of Bethlahem
Big Creek,Ornithogalum umbellatum,41.40114727,-81.75957036,Star of Bethlahem
Rocky River,Ornithogalum umbellatum,41.43714841,-81.84500442,Star of Bethlahem
South Chagrin,Ornithogalum umbellatum,41.43139567,-81.41595865,Star of Bethlahem
Rocky River,Pachysandra terminalis,41.40725945,-81.88165018,Japanese Pachysandra
South Chagrin,Pachysandra terminalis,41.45825301,-81.40614533,Japanese Pachysandra
Rocky River,Pachysandra terminalis,41.40975714,-81.88114264,Japanese Pachysandra
Big Creek,Pachysandra terminalis,41.40153435,-81.75891763,Japanese Pachysandra
South Chagrin,Pachysandra terminalis,41.43172962,-81.41620153,Japanese Pachysandra
Mill Stream Run,Pachysandra terminalis,41.32260082,-81.81967479,Japanese Pachysandra
Bedford,Pachysandra terminalis,41.37169462,-81.56248055,Japanese Pachysandra
South Chagrin,Pachysandra terminalis,41.41526381,-81.45677623,Japanese Pachysandra
North Chagrin,Pachysandra terminalis,41.55265612,-81.42014927,Japanese Pachysandra
Bedford,Pachysandra terminalis,41.38855161,-81.55367484,Japanese Pachysandra
North Chagrin,Pachysandra terminalis,41.55788095,-81.43224392,Japanese Pachysandra
Rocky River,Pachysandra terminalis,41.41547532,-81.87328636,Japanese Pachysandra
Rocky River,Pachysandra terminalis,41.47676991,-81.82715611,Japanese Pachysandra
Rocky River,Pachysandra terminalis,41.41386467,-81.87439558,Japanese Pachysandra
South Chagrin,Pachysandra terminalis,41.42286745,-81.42195546,Japanese Pachysandra
Big Creek,Pachysandra terminalis,41.35374487,-81.82903475,Japanese Pachysandra
Lakefront,Pachysandra terminalis,41.48735532,-81.74555951,Japanese Pachysandra
North Chagrin,Petasites hybridus,41.526303,-81.412015,Common Butterbur
North Chagrin,Petasites hybridus,41.54231,-81.413549,Common Butterbur
Mill Stream Run,Phalaris arundinacea,41.30318249,-81.77528656,Reed Canary Grass
Ohio & Erie Canal,Phalaris arundinacea,41.41762742,-81.63906219,Reed Canary Grass
Mill Stream Run,Phalaris arundinacea,41.35710049,-81.85580549,Reed Canary Grass
Rocky River,Phalaris arundinacea,41.386534,-81.864429,Reed Canary Grass
Mill Stream Run,Phalaris arundinacea,41.33000606,-81.82628993,Reed Canary Grass
Mill Stream Run,Phalaris arundinacea,41.33435884,-81.83132874,Reed Canary Grass
Bradley Woods,Phalaris arundinacea,41.42089974,-81.95539558,Reed Canary Grass
Brecksville,Phalaris arundinacea,41.31831,-81.615352,Reed Canary Grass
Rocky River,Phalaris arundinacea,41.41866587,-81.85719046,Reed Canary Grass
Rocky River,Phalaris arundinacea,41.4225906,-81.85796115,Reed Canary Grass
Ohio & Erie Canal,Phalaris arundinacea,41.40757618,-81.62801746,Reed Canary Grass
Rocky River,Phalaris arundinacea,41.40614591,-81.88595727,Reed Canary Grass
Brecksville,Phalaris arundinacea,41.31669361,-81.59910761,Reed Canary Grass
South Chagrin,Phalaris arundinacea,41.43640342,-81.40967153,Reed Canary Grass
Mill Stream Run,Phalaris arundinacea,41.34592992,-81.83745912,Reed Canary Grass
North Chagrin,Phalaris arundinacea,41.56162853,-81.41848107,Reed Canary Grass
Mill Stream Run,Phalaris arundinacea,41.29538972,-81.77641707,Reed Canary Grass
Mill Stream Run,Phalaris arundinacea,41.35182428,-81.84573987,Reed Canary Grass
Big Creek,Phalaris arundinacea,41.38085578,-81.84105223,Reed Canary Grass
Big Creek,Phalaris arundinacea,41.37882313,-81.83743825,Reed Canary Grass
Big Creek,Phalaris arundinacea,41.36715193,-81.83115222,Reed Canary Grass
Brookside,Phalaris arundinacea,41.44841171,-81.72061752,Reed Canary Grass
Brecksville,Phalaris arundinacea,41.31153347,-81.5915226,Reed Canary Grass
Mill Stream Run,Phalaris arundinacea,41.3545645,-81.85177116,Reed Canary Grass
Mill Stream Run,Phalaris arundinacea,41.35343823,-81.84698437,Reed Canary Grass
Mill Stream Run,Phalaris arundinacea,41.35341869,-81.84977165,Reed Canary Grass
Mill Stream Run,Phalaris arundinacea,41.3537207,-81.8483377,Reed Canary Grass
Mill Stream Run,Phalaris arundinacea,41.3235337,-81.80821928,Reed Canary Grass
South Chagrin,Phalaris arundinacea,41.41350845,-81.46524917,Reed Canary Grass
South Chagrin,Phalaris arundinacea,41.43207359,-81.41491684,Reed Canary Grass
Rocky River,Phalaris arundinacea,41.46521151,-81.83135953,Reed Canary Grass
Brecksville,Phalaris arundinacea,41.31922066,-81.59236959,Reed Canary Grass
Brecksville,Phalaris arundinacea,41.31980539,-81.59503442,Reed Canary Grass
Rocky River,Phalaris arundinacea,41.45107837,-81.83087152,Reed Canary Grass
Mill Stream Run,Phalaris arundinacea,41.30497879,-81.78098049,Reed Canary Grass
Big Creek,Phalaris arundinacea,41.37994799,-81.84056216,Reed Canary Grass
Big Creek,Phalaris arundinacea,41.3804819,-81.83740695,Reed Canary Grass
Big Creek,Phalaris arundinacea,41.37083984,-81.82978804,Reed Canary Grass
Big Creek,Phalaris arundinacea,41.37648282,-81.83440142,Reed Canary Grass
Rocky River,Phalaris arundinacea,41.404201,-81.89271511,Reed Canary Grass
Rocky River,Phalaris arundinacea,41.44964557,-81.83013732,Reed Canary Grass
Rocky River,Phalaris arundinacea,41.4555865,-81.82208823,Reed Canary Grass
Rocky River,Phalaris arundinacea,41.45114274,-81.82585917,Reed Canary Grass
Mill Stream Run,Phalaris arundinacea,41.35109373,-81.8354156,Reed Canary Grass
Brookside,Phalaris arundinacea,41.44693636,-81.72468492,Reed Canary Grass
Rocky River,Phalaris arundinacea,41.46960283,-81.83542812,Reed Canary Grass
Rocky River,Phalaris arundinacea,41.46023369,-81.82176166,Reed Canary Grass
Brecksville,Phalaris arundinacea,41.29256641,-81.57502997,Reed Canary Grass
North Chagrin,Phalaris arundinacea,41.57082027,-81.4372656,Reed Canary Grass
North Chagrin,Phalaris arundinacea,41.56167013,-81.43399016,Reed Canary Grass
South Chagrin,Phalaris arundinacea,41.4354842,-81.4134263,Reed Canary Grass
South Chagrin,Phalaris arundinacea,41.44409526,-81.40718898,Reed Canary Grass
Bedford,Phalaris arundinacea,41.35380678,-81.58567801,Reed Canary Grass
Rocky River,Phalaris arundinacea,41.43130664,-81.84609066,Reed Canary Grass
Mill Stream Run,Phalaris arundinacea,41.31132143,-81.78492907,Reed Canary Grass
South Chagrin,Phalaris arundinacea,41.45790957,-81.40594799,Reed Canary Grass
Hinckley,Phalaris arundinacea,41.261752,-81.69199,Reed Canary Grass
Rocky River,Phalaris arundinacea,41.46892562,-81.83210316,Reed Canary Grass
Rocky River,Phalaris arundinacea,41.47030638,-81.8239163,Reed Canary Grass
Brecksville,Phalaris arundinacea,41.32441025,-81.60967384,Reed Canary Grass
Mill Stream Run,Phalaris arundinacea,41.30063833,-81.80312652,Reed Canary Grass
Mill Stream Run,Phalaris arundinacea,41.30639961,-81.80179578,Reed Canary Grass
Rocky River,Phalaris arundinacea,41.40736462,-81.88232919,Reed Canary Grass
Rocky River,Phalaris arundinacea,41.41125868,-81.88734045,Reed Canary Grass
Bedford,Phalaris arundinacea,41.35186631,-81.59086362,Reed Canary Grass
West Creek,Phalaris arundinacea,41.38950492,-81.69632365,Reed Canary Grass
Rocky River,Phalaris arundinacea,41.47913401,-81.83292402,Reed Canary Grass
Mill Stream Run,Phalaris arundinacea,41.32845103,-81.8194306,Reed Canary Grass
Rocky River,Phalaris arundinacea,41.41080942,-81.89018957,Reed Canary Grass
Rocky River,Phalaris arundinacea,41.46687985,-81.82102665,Reed Canary Grass
Big Creek,Phalaris arundinacea,41.40312271,-81.75668037,Reed Canary Grass
Brecksville,Phalaris arundinacea,41.28483936,-81.57709411,Reed Canary Grass
Brecksville,Phalaris arundinacea,41.28113704,-81.5706597,Reed Canary Grass
South Chagrin,Phalaris arundinacea,41.41034697,-81.42244719,Reed Canary Grass
South Chagrin,Phalaris arundinacea,41.4342136,-81.41429745,Reed Canary Grass
Mill Stream Run,Phalaris arundinacea,41.35458329,-81.85350741,Reed Canary Grass
Rocky River,Phalaris arundinacea,41.39586883,-81.88494612,Reed Canary Grass
Rocky River,Phalaris arundinacea,41.43235223,-81.84278569,Reed Canary Grass
Mill Stream Run,Phalaris arundinacea,41.31737542,-81.80979548,Reed Canary Grass
South Chagrin,Phalaris arundinacea,41.41786449,-81.42911816,Reed Canary Grass
Brecksville,Phalaris arundinacea,41.28769844,-81.57698044,Reed Canary Grass
Mill Stream Run,Phalaris arundinacea,41.31761473,-81.80257436,Reed Canary Grass
Rocky River,Phalaris arundinacea,41.44342531,-81.84432187,Reed Canary Grass
South Chagrin,Phalaris arundinacea,41.44165643,-81.40472676,Reed Canary Grass
West Creek,Phalaris arundinacea,41.38901508,-81.69669973,Reed Canary Grass
Cleveland Metroparks Zoo,Phalaris arundinacea,41.44508001,-81.70969478,Reed Canary Grass
Mill Stream Run,Phalaris arundinacea,41.32415177,-81.81886045,Reed Canary Grass
Bedford,Phalaris arundinacea,41.37386574,-81.57947846,Reed Canary Grass
Rocky River,Phalaris arundinacea,41.46354301,-81.81838485,Reed Canary Grass
Bedford,Phalaris arundinacea,41.38347506,-81.5126282,Reed Canary Grass
Mill Stream Run,Phalaris arundinacea,41.352478,-81.850024,Reed Canary Grass
Mill Stream Run,Phalaris arundinacea,41.34175256,-81.83636158,Reed Canary Grass
Mill Stream Run,Phalaris arundinacea,41.350131,-81.843538,Reed Canary Grass
Rocky River,Phalaris arundinacea,41.40345,-81.88367,Reed Canary Grass
Rocky River,Phalaris arundinacea,41.394823,-81.88325,Reed Canary Grass
Mill Stream Run,Phalaris arundinacea,41.33611,-81.834865,Reed Canary Grass
Rocky River,Phalaris arundinacea,41.45167943,-81.83260751,Reed Canary Grass
Mill Stream Run,Phalaris arundinacea,41.34429873,-81.84089582,Reed Canary Grass
South Chagrin,Phalaris arundinacea,41.43126412,-81.41632297,Reed Canary Grass
Big Creek,Phalaris arundinacea,41.41636069,-81.75472118,Reed Canary Grass
Garfield Park,Phalaris arundinacea,41.43113648,-81.6066048,Reed Canary Grass
Brookside,Phalaris arundinacea,41.45064546,-81.72358028,Reed Canary Grass
Brecksville,Phalaris arundinacea,41.31389487,-81.60371704,Reed Canary Grass
Brecksville,Phalaris arundinacea,41.31751146,-81.59252389,Reed Canary Grass
Mill Stream Run,Phalaris arundinacea,41.34139007,-81.83627271,Reed Canary Grass
Cleveland Metroparks Zoo,Phalaris arundinacea,41.444697,-81.710011,Reed Canary Grass
South Chagrin,Phalaris arundinacea,41.43712242,-81.41553418,Reed Canary Grass
Garfield Park,Phalaris arundinacea,41.43102832,-81.60662757,Reed Canary Grass
North Chagrin,Phalaris arundinacea,41.57316338,-81.41918003,Reed Canary Grass
North Chagrin,Phalaris arundinacea,41.55208876,-81.42218104,Reed Canary Grass
Brecksville,Phalaris arundinacea,41.318128,-81.62334949,Reed Canary Grass
Big Creek,Phalaris arundinacea,41.36878644,-81.83028468,Reed Canary Grass
Brecksville,Phalaris arundinacea,41.28351521,-81.59103962,Reed Canary Grass
Bedford,Phalaris arundinacea,41.387015,-81.5358716,Reed Canary Grass
Rocky River,Phalaris arundinacea,41.46705173,-81.82820907,Reed Canary Grass
Bedford,Phalaris arundinacea,41.38361567,-81.5193173,Reed Canary Grass
Brecksville,Phalaris arundinacea,41.28477659,-81.58985284,Reed Canary Grass
Bedford,Phalaris arundinacea,41.36218515,-81.55997202,Reed Canary Grass
Euclid Creek,Phalaris arundinacea,41.55899783,-81.53292204,Reed Canary Grass
Hinckley,Phalaris arundinacea,41.21593423,-81.68578131,Reed Canary Grass
Brecksville,Phalaris arundinacea,41.30240379,-81.61104921,Reed Canary Grass
Rocky River,Phalaris arundinacea,41.43060304,-81.85324948,Reed Canary Grass
Rocky River,Phalaris arundinacea,41.39329284,-81.8851715,Reed Canary Grass
Brecksville,Phalaris arundinacea,41.3195326,-81.61246937,Reed Canary Grass
Brecksville,Phalaris arundinacea,41.34227579,-81.59473795,Reed Canary Grass
South Chagrin,Phalaris arundinacea,41.42308248,-81.41856329,Reed Canary Grass
Brecksville,Phalaris arundinacea,41.30594033,-81.75840655,Reed Canary Grass
Hinckley,Phalaris arundinacea,41.21421821,-81.71054868,Reed Canary Grass
Rocky River,Phalaris arundinacea,41.41280626,-81.884688,Reed Canary Grass
Brecksville,Phalaris arundinacea,41.30231579,-81.7382722,Reed Canary Grass
Mill Stream Run,Phalaris arundinacea,41.3520656,-81.84651391,Reed Canary Grass
Bedford,Phalaris arundinacea,41.37803876,-81.55528278,Reed Canary Grass
Hinckley,Phalaris arundinacea,41.21764087,-81.70160937,Reed Canary Grass
South Chagrin,Phalaris arundinacea,41.41432972,-81.47238587,Reed Canary Grass
Big Creek,Phalaris arundinacea,41.34984691,-81.82486924,Reed Canary Grass
Bedford,Phalaris arundinacea,41.35109153,-81.57811882,Reed Canary Grass
Bedford,Phalaris arundinacea,41.37830233,-81.49920152,Reed Canary Grass
Rocky River,Phalaris arundinacea,41.41898035,-81.8676367,Reed Canary Grass
Ohio & Erie Canal,Phalaris arundinacea,41.43814623,-81.67136938,Reed Canary Grass
Rocky River,Phalaris arundinacea,41.46553117,-81.82986504,Reed Canary Grass
Rocky River,Phalaris arundinacea,41.4664174,-81.83029995,Reed Canary Grass
Brecksville,Phalaris arundinacea,41.30486846,-81.60019889,Reed Canary Grass
Brecksville,Phalaris arundinacea,41.30439048,-81.59948709,Reed Canary Grass
Bedford,Phalaris arundinacea,41.35279205,-81.58039518,Reed Canary Grass
Rocky River,Phalaris arundinacea,41.39065898,-81.87233789,Reed Canary Grass
Bedford,Phalaris arundinacea,41.36984305,-81.55411359,Reed Canary Grass
Ohio & Erie Canal,Phalaris arundinacea,41.43077084,-81.6658448,Reed Canary Grass
Big Creek,Phalaris arundinacea,41.35485014,-81.83259915,Reed Canary Grass
Brecksville,Phalaris arundinacea,41.28907778,-81.57789359,Reed Canary Grass
Rocky River,Phalaris arundinacea,41.41389078,-81.87428899,Reed Canary Grass
Mill Stream Run,Phalaris arundinacea,41.32441808,-81.81195987,Reed Canary Grass
Bradley Woods,Phalaris arundinacea,41.43783425,-81.96914039,Reed Canary Grass
Brecksville,Phalaris arundinacea,41.30087493,-81.69738134,Reed Canary Grass
